rid,current_station,current_delay,date_of_service,final_delay
202406197658035,WEY,-1.0,2024-06-19,18.0
202406197658045,WEY,-1.0,2024-06-19,16.0
202406197658055,WEY,-1.0,2024-06-19,16.0
202406197658065,WEY,-1.0,2024-06-19,17.0
202406197658075,WEY,-1.0,2024-06-19,21.0
202406197658085,WEY,-1.0,2024-06-19,14.0
202406197658095,WEY,-1.0,2024-06-19,16.0
202406197658105,WEY,-1.0,2024-06-19,8.0
202406197658115,WEY,-1.0,2024-06-19,17.0
202406197658125,WEY,-1.0,2024-06-19,7.0
202406197658135,WEY,-1.0,2024-06-19,15.0
202406197658146,WEY,1.0,2024-06-19,24.0
202406197658162,WEY,0.0,2024-06-19,6.0
202406207657898,WEY,-1.0,2024-06-20,1.0
202406207657902,WEY,2.0,2024-06-20,3.0
202406207657907,WEY,1.0,2024-06-20,5.0
202406207657913,WEY,-1.0,2024-06-20,16.0
202406207657921,WEY,0.0,2024-06-20,18.0
202406207657931,WEY,1.0,2024-06-20,12.0
202406207657939,WEY,-1.0,2024-06-20,12.0
202406207657949,WEY,-1.0,2024-06-20,4.0
202406207657957,WEY,5.0,2024-06-20,2.0
202406207657967,WEY,0.0,2024-06-20,2.0
202406207657977,WEY,-1.0,2024-06-20,-1.0
202406207657987,WEY,0.0,2024-06-20,-3.0
202406207658004,WEY,0.0,2024-06-20,0.0
202406207658035,WEY,-1.0,2024-06-20,12.0
202406207658045,WEY,-1.0,2024-06-20,6.0
202406207658055,WEY,-1.0,2024-06-20,3.0
202406207658065,WEY,-1.0,2024-06-20,43.0
202406207658075,WEY,0.0,2024-06-20,2.0
202406207658085,WEY,-1.0,2024-06-20,10.0
202406207658095,WEY,-1.0,2024-06-20,17.0
202406207658105,WEY,-1.0,2024-06-20,7.0
202406207658115,WEY,0.0,2024-06-20,8.0
202406207658125,WEY,-1.0,2024-06-20,5.0
202406207658135,WEY,-1.0,2024-06-20,-9.0
202406207658146,WEY,-1.0,2024-06-20,1.0
202406207658162,WEY,2.0,2024-06-20,1.0
202406217657898,WEY,0.0,2024-06-21,4.0
202406217657902,WEY,-1.0,2024-06-21,18.0
202406217657907,WEY,1.0,2024-06-21,2.0
202406217657913,WEY,0.0,2024-06-21,33.0
202406217657921,WEY,0.0,2024-06-21,16.0
202406217657931,WEY,0.0,2024-06-21,4.0
202406217657939,WEY,0.0,2024-06-21,5.0
202406217657949,WEY,0.0,2024-06-21,-4.0
202406217657957,WEY,-1.0,2024-06-21,1.0
202406217657967,WEY,0.0,2024-06-21,2.0
202406217657977,WEY,-1.0,2024-06-21,10.0
202406217657987,WEY,-1.0,2024-06-21,-3.0
202406217658004,WEY,-1.0,2024-06-21,0.0
202406217658035,WEY,-1.0,2024-06-21,13.0
202406217658045,WEY,-1.0,2024-06-21,19.0
202406217658055,WEY,0.0,2024-06-21,14.0
202406217658065,WEY,15.0,2024-06-21,23.0
202406217658075,WEY,-1.0,2024-06-21,7.0
202406217658085,WEY,1.0,2024-06-21,5.0
202406217658095,WEY,-1.0,2024-06-21,4.0
202406217658105,WEY,0.0,2024-06-21,2.0
202406217658115,WEY,-1.0,2024-06-21,7.0
202406217658125,WEY,0.0,2024-06-21,17.0
202406217658135,WEY,-1.0,2024-06-21,-8.0
202406217658145,WEY,-1.0,2024-06-21,4.0
202406217658161,WEY,-1.0,2024-06-21,3.0
202406227657901,WEY,0.0,2024-06-22,3.0
202406227657905,WEY,0.0,2024-06-22,0.0
202406227657910,WEY,0.0,2024-06-22,0.0
202406227657916,WEY,0.0,2024-06-22,5.0
202406227657924,WEY,-1.0,2024-06-22,15.0
202406227657934,WEY,0.0,2024-06-22,0.0
202406227657942,WEY,0.0,2024-06-22,1.0
202406227657952,WEY,0.0,2024-06-22,-2.0
202406227657960,WEY,0.0,2024-06-22,0.0
202406227657970,WEY,0.0,2024-06-22,-2.0
202406227657980,WEY,0.0,2024-06-22,-2.0
202406227657990,WEY,-1.0,2024-06-22,-1.0
202406227658024,WEY,-1.0,2024-06-22,1.0
202406227658028,WEY,-1.0,2024-06-22,14.0
202406227658038,WEY,-1.0,2024-06-22,7.0
202406227658048,WEY,-1.0,2024-06-22,5.0
202406227658058,WEY,-1.0,2024-06-22,-2.0
202406227658068,WEY,0.0,2024-06-22,5.0
202406227658078,WEY,-1.0,2024-06-22,0.0
202406227658088,WEY,-1.0,2024-06-22,-1.0
202406227658098,WEY,-1.0,2024-06-22,4.0
202406227658108,WEY,0.0,2024-06-22,-1.0
202406227658118,WEY,-1.0,2024-06-22,0.0
202406227658128,WEY,-1.0,2024-06-22,2.0
202406227658138,WEY,0.0,2024-06-22,-1.0
202406227658150,WEY,0.0,2024-06-22,-1.0
202406227658166,WEY,1.0,2024-06-22,3.0
202406227658182,WEY,-1.0,2024-06-22,1.0
202406227658204,WEY,-1.0,2024-06-22,-2.0
202406228901229,WEY,-1.0,2024-06-22,0.0
202406237657972,WEY,0.0,2024-06-23,
202406237657992,WEY,0.0,2024-06-23,
202406237658008,WEY,,2024-06-23,
202406237658016,WEY,-1.0,2024-06-23,
202406237658020,WEY,1.0,2024-06-23,0.0
202406237658026,WEY,,2024-06-23,
202406237658040,WEY,0.0,2024-06-23,
202406237658060,WEY,,2024-06-23,
202406237658080,WEY,-1.0,2024-06-23,
202406237658100,WEY,0.0,2024-06-23,-2.0
202406237658120,WEY,0.0,2024-06-23,
202406237658140,WEY,1.0,2024-06-23,
202406237658156,WEY,0.0,2024-06-23,
202406237658172,WEY,-1.0,2024-06-23,
202406247657898,WEY,-1.0,2024-06-24,-1.0
202406247657902,WEY,-1.0,2024-06-24,0.0
202406247657907,WEY,-1.0,2024-06-24,1.0
202406247657913,WEY,0.0,2024-06-24,-2.0
202406247657921,WEY,0.0,2024-06-24,4.0
202406247657931,WEY,0.0,2024-06-24,3.0
202406247657939,WEY,-1.0,2024-06-24,5.0
202406247657949,WEY,0.0,2024-06-24,3.0
202406247657957,WEY,0.0,2024-06-24,1.0
202406247657967,WEY,0.0,2024-06-24,7.0
202406247657977,WEY,1.0,2024-06-24,-1.0
202406247657987,WEY,0.0,2024-06-24,3.0
202406247658004,WEY,0.0,2024-06-24,10.0
202406247658035,WEY,-1.0,2024-06-24,2.0
202406247658045,WEY,-1.0,2024-06-24,5.0
202406247658055,WEY,-1.0,2024-06-24,2.0
202406247658065,WEY,0.0,2024-06-24,2.0
202406247658075,WEY,0.0,2024-06-24,5.0
202406247658085,WEY,-1.0,2024-06-24,4.0
202406247658095,WEY,0.0,2024-06-24,8.0
202406247658105,WEY,0.0,2024-06-24,7.0
202406247658115,WEY,-1.0,2024-06-24,8.0
202406247658125,WEY,-1.0,2024-06-24,4.0
202406247658135,WEY,-1.0,2024-06-24,1.0
202406247658146,WEY,-1.0,2024-06-24,1.0
202406247658162,WEY,-1.0,2024-06-24,1.0
202406257657898,WEY,0.0,2024-06-25,15.0
202406257657902,WEY,0.0,2024-06-25,4.0
202406257657907,WEY,1.0,2024-06-25,12.0
202406257657913,WEY,-1.0,2024-06-25,18.0
202406257657921,WEY,0.0,2024-06-25,4.0
202406257657931,WEY,0.0,2024-06-25,3.0
202406257657939,WEY,0.0,2024-06-25,10.0
202406257657949,WEY,0.0,2024-06-25,36.0
202406257657957,WEY,0.0,2024-06-25,12.0
202406257657967,WEY,0.0,2024-06-25,10.0
202406257657977,WEY,6.0,2024-06-25,27.0
202406257657987,WEY,10.0,2024-06-25,26.0
202406257658004,WEY,2.0,2024-06-25,5.0
202406257658035,WEY,-1.0,2024-06-25,13.0
202406257658045,WEY,-1.0,2024-06-25,20.0
202406257658055,WEY,-1.0,2024-06-25,30.0
202406257658065,WEY,-1.0,2024-06-25,9.0
202406257658075,WEY,7.0,2024-06-25,8.0
202406257658085,WEY,0.0,2024-06-25,11.0
202406257658095,WEY,-1.0,2024-06-25,35.0
202406257658105,WEY,-1.0,2024-06-25,24.0
202406257658115,WEY,-1.0,2024-06-25,15.0
202406257658125,WEY,-1.0,2024-06-25,2.0
202406257658135,WEY,0.0,2024-06-25,34.0
202406257658146,WEY,-1.0,2024-06-25,3.0
202406257658162,WEY,18.0,2024-06-25,18.0
202406267657898,WEY,-1.0,2024-06-26,51.0
202406267657902,WEY,0.0,2024-06-26,
202406267657907,WEY,1.0,2024-06-26,12.0
202406267657913,WEY,-1.0,2024-06-26,
202406267657921,WEY,0.0,2024-06-26,
202406267657931,WEY,7.0,2024-06-26,
202406267657939,WEY,0.0,2024-06-26,
202406267657949,WEY,,2024-06-26,
202406267657957,WEY,,2024-06-26,
202406267657967,WEY,13.0,2024-06-26,45.0
202406267657977,WEY,26.0,2024-06-26,26.0
202406267657987,WEY,4.0,2024-06-26,10.0
202406267658004,WEY,,2024-06-26,
202406267658035,WEY,0.0,2024-06-26,30.0
202406267658045,WEY,-1.0,2024-06-26,34.0
202406267658055,WEY,0.0,2024-06-26,59.0
202406267658065,WEY,-1.0,2024-06-26,56.0
202406267658075,WEY,-1.0,2024-06-26,
202406267658085,WEY,30.0,2024-06-26,
202406267658095,WEY,,2024-06-26,
202406267658105,WEY,,2024-06-26,
202406267658115,WEY,,2024-06-26,
202406267658125,WEY,,2024-06-26,
202406267658135,WEY,26.0,2024-06-26,
202406267658146,WEY,,2024-06-26,
202406267658162,WEY,26.0,2024-06-26,
202406277657898,WEY,-1.0,2024-06-27,2.0
202406277657902,WEY,-1.0,2024-06-27,4.0
202406277657907,WEY,0.0,2024-06-27,2.0
202406277657913,WEY,0.0,2024-06-27,4.0
202406277657921,WEY,-1.0,2024-06-27,14.0
202406277657931,WEY,-1.0,2024-06-27,3.0
202406277657939,WEY,0.0,2024-06-27,0.0
202406277657949,WEY,0.0,2024-06-27,2.0
202406277657957,WEY,1.0,2024-06-27,4.0
202406277657967,WEY,0.0,2024-06-27,0.0
202406277657977,WEY,0.0,2024-06-27,-1.0
202406277657987,WEY,0.0,2024-06-27,4.0
202406277658004,WEY,0.0,2024-06-27,1.0
202406277658035,WEY,0.0,2024-06-27,14.0
202406277658045,WEY,-1.0,2024-06-27,11.0
202406277658055,WEY,0.0,2024-06-27,1.0
202406277658065,WEY,0.0,2024-06-27,2.0
202406277658075,WEY,-1.0,2024-06-27,5.0
202406277658085,WEY,1.0,2024-06-27,3.0
202406277658095,WEY,-1.0,2024-06-27,10.0
202406277658105,WEY,-1.0,2024-06-27,14.0
202406277658115,WEY,-1.0,2024-06-27,15.0
202406277658125,WEY,-1.0,2024-06-27,16.0
202406277658135,WEY,-1.0,2024-06-27,-7.0
202406277658146,WEY,-1.0,2024-06-27,2.0
202406277658162,WEY,0.0,2024-06-27,2.0
202406287657898,WEY,0.0,2024-06-28,-1.0
202406287657902,WEY,0.0,2024-06-28,13.0
202406287657907,WEY,0.0,2024-06-28,20.0
202406287657913,WEY,2.0,2024-06-28,2.0
202406287657921,WEY,0.0,2024-06-28,6.0
202406287657931,WEY,0.0,2024-06-28,0.0
202406287657939,WEY,-1.0,2024-06-28,5.0
202406287657949,WEY,0.0,2024-06-28,-1.0
202406287657957,WEY,0.0,2024-06-28,1.0
202406287657967,WEY,0.0,2024-06-28,3.0
202406287657977,WEY,0.0,2024-06-28,-1.0
202406287657987,WEY,-1.0,2024-06-28,-2.0
202406287658004,WEY,3.0,2024-06-28,1.0
202406287658035,WEY,-1.0,2024-06-28,3.0
202406287658045,WEY,-1.0,2024-06-28,21.0
202406287658055,WEY,-1.0,2024-06-28,5.0
202406287658065,WEY,-1.0,2024-06-28,5.0
202406287658075,WEY,0.0,2024-06-28,2.0
202406287658085,WEY,-1.0,2024-06-28,28.0
202406287658095,WEY,-1.0,2024-06-28,1.0
202406287658105,WEY,0.0,2024-06-28,2.0
202406287658115,WEY,-1.0,2024-06-28,8.0
202406287658125,WEY,1.0,2024-06-28,1.0
202406287658135,WEY,7.0,2024-06-28,8.0
202406287658145,WEY,-1.0,2024-06-28,0.0
202406287658161,WEY,0.0,2024-06-28,0.0
202406297657901,WEY,-1.0,2024-06-29,2.0
202406297657905,WEY,0.0,2024-06-29,14.0
202406297657910,WEY,-1.0,2024-06-29,11.0
202406297657916,WEY,0.0,2024-06-29,13.0
202406297657924,WEY,-1.0,2024-06-29,13.0
202406297657934,WEY,-1.0,2024-06-29,1.0
202406297657942,WEY,2.0,2024-06-29,6.0
202406297657952,WEY,0.0,2024-06-29,0.0
202406297657960,WEY,8.0,2024-06-29,1.0
202406297657970,WEY,1.0,2024-06-29,3.0
202406297657980,WEY,-1.0,2024-06-29,0.0
202406297657990,WEY,-1.0,2024-06-29,-1.0
202406297658024,WEY,-1.0,2024-06-29,1.0
202406297658028,WEY,-1.0,2024-06-29,7.0
202406297658038,WEY,-1.0,2024-06-29,5.0
202406297658048,WEY,0.0,2024-06-29,
202406297658058,WEY,-1.0,2024-06-29,19.0
202406297658068,WEY,-1.0,2024-06-29,20.0
202406297658078,WEY,-1.0,2024-06-29,14.0
202406297658088,WEY,0.0,2024-06-29,20.0
202406297658098,WEY,1.0,2024-06-29,2.0
202406297658108,WEY,1.0,2024-06-29,2.0
202406297658118,WEY,5.0,2024-06-29,6.0
202406297658128,WEY,-1.0,2024-06-29,7.0
202406297658138,WEY,-1.0,2024-06-29,-3.0
202406297658150,WEY,2.0,2024-06-29,0.0
202406297658166,WEY,0.0,2024-06-29,17.0
202406297658182,WEY,-1.0,2024-06-29,-4.0
202406297658204,WEY,-1.0,2024-06-29,4.0
202406298901229,WEY,2.0,2024-06-29,0.0
202406307657972,WEY,-1.0,2024-06-30,2.0
202406307657992,WEY,-1.0,2024-06-30,0.0
202406307658008,WEY,-1.0,2024-06-30,1.0
202406307658016,WEY,-1.0,2024-06-30,6.0
202406307658020,WEY,-1.0,2024-06-30,0.0
202406307658026,WEY,-1.0,2024-06-30,16.0
202406307658040,WEY,-1.0,2024-06-30,
202406307658060,WEY,0.0,2024-06-30,
202406307658080,WEY,,2024-06-30,
202406307658100,WEY,18.0,2024-06-30,38.0
202406307658120,WEY,0.0,2024-06-30,-2.0
202406307658140,WEY,-2.0,2024-06-30,-2.0
202406307658156,WEY,,2024-06-30,
202406307658172,WEY,11.0,2024-06-30,-3.0
202407017657898,WEY,0.0,2024-07-01,6.0
202407017657902,WEY,0.0,2024-07-01,4.0
202407017657907,WEY,-1.0,2024-07-01,0.0
202407017657913,WEY,0.0,2024-07-01,-4.0
202407017657921,WEY,1.0,2024-07-01,-1.0
202407017657931,WEY,0.0,2024-07-01,14.0
202407017657939,WEY,0.0,2024-07-01,18.0
202407017657949,WEY,4.0,2024-07-01,0.0
202407017657957,WEY,0.0,2024-07-01,-3.0
202407017657967,WEY,-1.0,2024-07-01,5.0
202407017657977,WEY,0.0,2024-07-01,-1.0
202407017657987,WEY,,2024-07-01,
202407017658004,WEY,0.0,2024-07-01,1.0
202407017658035,WEY,-1.0,2024-07-01,1.0
202407017658045,WEY,-1.0,2024-07-01,2.0
202407017658055,WEY,0.0,2024-07-01,1.0
202407017658065,WEY,-1.0,2024-07-01,3.0
202407017658075,WEY,-1.0,2024-07-01,7.0
202407017658085,WEY,-1.0,2024-07-01,4.0
202407017658095,WEY,-1.0,2024-07-01,3.0
202407017658105,WEY,-1.0,2024-07-01,-1.0
202407017658115,WEY,-1.0,2024-07-01,-2.0
202407017658125,WEY,-1.0,2024-07-01,-3.0
202407017658135,WEY,-1.0,2024-07-01,-5.0
202407017658146,WEY,-1.0,2024-07-01,0.0
202407017658162,WEY,0.0,2024-07-01,8.0
202407027657898,WEY,-1.0,2024-07-02,4.0
202407027657902,WEY,1.0,2024-07-02,-3.0
202407027657907,WEY,-1.0,2024-07-02,-1.0
202407027657913,WEY,-1.0,2024-07-02,-3.0
202407027657921,WEY,-1.0,2024-07-02,19.0
202407027657931,WEY,0.0,2024-07-02,1.0
202407027657939,WEY,0.0,2024-07-02,-1.0
202407027657949,WEY,0.0,2024-07-02,1.0
202407027657957,WEY,0.0,2024-07-02,0.0
202407027657967,WEY,-1.0,2024-07-02,1.0
202407027657977,WEY,0.0,2024-07-02,-1.0
202407027657987,WEY,-1.0,2024-07-02,-1.0
202407027658004,WEY,3.0,2024-07-02,24.0
202407027658035,WEY,-1.0,2024-07-02,-2.0
202407027658045,WEY,-1.0,2024-07-02,12.0
202407027658055,WEY,-1.0,2024-07-02,2.0
202407027658065,WEY,-1.0,2024-07-02,0.0
202407027658075,WEY,12.0,2024-07-02,14.0
202407027658085,WEY,0.0,2024-07-02,0.0
202407027658095,WEY,0.0,2024-07-02,2.0
202407027658105,WEY,0.0,2024-07-02,14.0
202407027658115,WEY,-1.0,2024-07-02,0.0
202407027658125,WEY,-1.0,2024-07-02,11.0
202407027658135,WEY,-1.0,2024-07-02,-5.0
202407027658146,WEY,-1.0,2024-07-02,18.0
202407027658162,WEY,0.0,2024-07-02,0.0
202407037657898,WEY,-1.0,2024-07-03,2.0
202407037657902,WEY,0.0,2024-07-03,-3.0
202407037657907,WEY,1.0,2024-07-03,0.0
202407037657913,WEY,0.0,2024-07-03,-4.0
202407037657921,WEY,-1.0,2024-07-03,3.0
202407037657931,WEY,0.0,2024-07-03,-1.0
202407037657939,WEY,-1.0,2024-07-03,2.0
202407037657949,WEY,0.0,2024-07-03,1.0
202407037657957,WEY,4.0,2024-07-03,1.0
202407037657967,WEY,0.0,2024-07-03,0.0
202407037657977,WEY,0.0,2024-07-03,-1.0
202407037657987,WEY,-1.0,2024-07-03,-3.0
202407037658004,WEY,-1.0,2024-07-03,1.0
202407037658035,WEY,-1.0,2024-07-03,-3.0
202407037658045,WEY,-1.0,2024-07-03,1.0
202407037658055,WEY,-1.0,2024-07-03,-2.0
202407037658065,WEY,-1.0,2024-07-03,0.0
202407037658075,WEY,-1.0,2024-07-03,5.0
202407037658085,WEY,-1.0,2024-07-03,0.0
202407037658095,WEY,-1.0,2024-07-03,0.0
202407037658105,WEY,0.0,2024-07-03,1.0
202407037658115,WEY,-1.0,2024-07-03,-1.0
202407037658125,WEY,-1.0,2024-07-03,-1.0
202407037658135,WEY,0.0,2024-07-03,-4.0
202407037658146,WEY,-1.0,2024-07-03,2.0
202407037658162,WEY,-1.0,2024-07-03,21.0
202407047657898,WEY,-1.0,2024-07-04,4.0
202407047657902,WEY,0.0,2024-07-04,2.0
202407047657907,WEY,0.0,2024-07-04,2.0
202407047657913,WEY,-1.0,2024-07-04,-1.0
202407047657921,WEY,0.0,2024-07-04,6.0
202407047657931,WEY,-1.0,2024-07-04,
202407047657939,WEY,-1.0,2024-07-04,1.0
202407047657949,WEY,1.0,2024-07-04,3.0
202407047657957,WEY,0.0,2024-07-04,3.0
202407047657967,WEY,0.0,2024-07-04,-1.0
202407047657977,WEY,-1.0,2024-07-04,-1.0
202407047657987,WEY,0.0,2024-07-04,-2.0
202407047658004,WEY,-1.0,2024-07-04,4.0
202407047658035,WEY,-1.0,2024-07-04,3.0
202407047658045,WEY,-1.0,2024-07-04,8.0
202407047658055,WEY,1.0,2024-07-04,0.0
202407047658065,WEY,0.0,2024-07-04,1.0
202407047658075,WEY,-1.0,2024-07-04,1.0
202407047658085,WEY,-1.0,2024-07-04,3.0
202407047658095,WEY,-1.0,2024-07-04,4.0
202407047658105,WEY,-1.0,2024-07-04,2.0
202407047658115,WEY,-1.0,2024-07-04,0.0
202407047658125,WEY,-1.0,2024-07-04,-1.0
202407047658135,WEY,-1.0,2024-07-04,-1.0
202407047658146,WEY,-1.0,2024-07-04,-1.0
202407047658162,WEY,-1.0,2024-07-04,-1.0
202407057657898,WEY,-2.0,2024-07-05,-1.0
202407057657902,WEY,0.0,2024-07-05,4.0
202407057657907,WEY,2.0,2024-07-05,0.0
202407057657913,WEY,0.0,2024-07-05,1.0
202407057657921,WEY,0.0,2024-07-05,6.0
202407057657931,WEY,-1.0,2024-07-05,2.0
202407057657939,WEY,2.0,2024-07-05,0.0
202407057657949,WEY,0.0,2024-07-05,8.0
202407057657957,WEY,0.0,2024-07-05,1.0
202407057657967,WEY,0.0,2024-07-05,-1.0
202407057657977,WEY,-1.0,2024-07-05,0.0
202407057657987,WEY,-1.0,2024-07-05,-3.0
202407057658004,WEY,2.0,2024-07-05,2.0
202407057658035,WEY,16.0,2024-07-05,18.0
202407057658045,WEY,-1.0,2024-07-05,-1.0
202407057658055,WEY,-1.0,2024-07-05,12.0
202407057658065,WEY,-1.0,2024-07-05,4.0
202407057658075,WEY,-1.0,2024-07-05,0.0
202407057658085,WEY,0.0,2024-07-05,13.0
202407057658095,WEY,-1.0,2024-07-05,16.0
202407057658105,WEY,-1.0,2024-07-05,10.0
202407057658115,WEY,0.0,2024-07-05,4.0
202407057658125,WEY,0.0,2024-07-05,-3.0
202407057658135,WEY,0.0,2024-07-05,-6.0
202407057658145,WEY,0.0,2024-07-05,0.0
202407057658161,WEY,1.0,2024-07-05,1.0
202407067657901,WEY,2.0,2024-07-06,2.0
202407067657905,WEY,0.0,2024-07-06,-1.0
202407067657910,WEY,0.0,2024-07-06,1.0
202407067657916,WEY,0.0,2024-07-06,1.0
202407067657924,WEY,-1.0,2024-07-06,1.0
202407067657934,WEY,-1.0,2024-07-06,25.0
202407067657942,WEY,0.0,2024-07-06,19.0
202407067657952,WEY,-1.0,2024-07-06,3.0
202407067657960,WEY,0.0,2024-07-06,-1.0
202407067657970,WEY,0.0,2024-07-06,1.0
202407067657980,WEY,16.0,2024-07-06,29.0
202407067657990,WEY,23.0,2024-07-06,49.0
202407067658024,WEY,-1.0,2024-07-06,19.0
202407067658028,WEY,-1.0,2024-07-06,0.0
202407067658038,WEY,-1.0,2024-07-06,5.0
202407067658048,WEY,0.0,2024-07-06,-1.0
202407067658058,WEY,-1.0,2024-07-06,0.0
202407067658068,WEY,2.0,2024-07-06,14.0
202407067658078,WEY,-1.0,2024-07-06,12.0
202407067658088,WEY,0.0,2024-07-06,28.0
202407067658098,WEY,0.0,2024-07-06,3.0
202407067658108,WEY,-1.0,2024-07-06,2.0
202407067658118,WEY,-1.0,2024-07-06,11.0
202407067658128,WEY,6.0,2024-07-06,19.0
202407067658138,WEY,30.0,2024-07-06,15.0
202407067658150,WEY,-1.0,2024-07-06,0.0
202407067658166,WEY,-1.0,2024-07-06,-2.0
202407067658182,WEY,0.0,2024-07-06,-4.0
202407067658204,WEY,2.0,2024-07-06,1.0
202407068901229,WEY,0.0,2024-07-06,2.0
202407077657972,WEY,0.0,2024-07-07,1.0
202407077657992,WEY,-1.0,2024-07-07,0.0
202407077658008,WEY,0.0,2024-07-07,4.0
202407077658016,WEY,-1.0,2024-07-07,8.0
202407077658020,WEY,-1.0,2024-07-07,2.0
202407077658026,WEY,-1.0,2024-07-07,2.0
202407077658040,WEY,-1.0,2024-07-07,4.0
202407077658060,WEY,-1.0,2024-07-07,-2.0
202407077658080,WEY,-1.0,2024-07-07,-2.0
202407077658100,WEY,-1.0,2024-07-07,1.0
202407077658120,WEY,1.0,2024-07-07,-2.0
202407077658140,WEY,-1.0,2024-07-07,-3.0
202407077658156,WEY,-1.0,2024-07-07,4.0
202407077658172,WEY,-1.0,2024-07-07,-3.0
202407087657898,WEY,0.0,2024-07-08,-6.0
202407087657902,WEY,0.0,2024-07-08,-2.0
202407087657907,WEY,0.0,2024-07-08,-2.0
202407087657913,WEY,0.0,2024-07-08,-3.0
202407087657921,WEY,0.0,2024-07-08,1.0
202407087657931,WEY,-1.0,2024-07-08,-4.0
202407087657939,WEY,0.0,2024-07-08,-1.0
202407087657949,WEY,0.0,2024-07-08,0.0
202407087657957,WEY,0.0,2024-07-08,-2.0
202407087657967,WEY,1.0,2024-07-08,-2.0
202407087657977,WEY,-1.0,2024-07-08,-2.0
202407087657987,WEY,0.0,2024-07-08,0.0
202407087658004,WEY,0.0,2024-07-08,4.0
202407087658035,WEY,3.0,2024-07-08,10.0
202407087658045,WEY,-1.0,2024-07-08,-1.0
202407087658055,WEY,-1.0,2024-07-08,5.0
202407087658065,WEY,0.0,2024-07-08,12.0
202407087658075,WEY,1.0,2024-07-08,1.0
202407087658085,WEY,-1.0,2024-07-08,1.0
202407087658095,WEY,-1.0,2024-07-08,5.0
202407087658105,WEY,0.0,2024-07-08,6.0
202407087658115,WEY,-1.0,2024-07-08,1.0
202407087658125,WEY,-1.0,2024-07-08,1.0
202407087658135,WEY,-1.0,2024-07-08,3.0
202407087658146,WEY,-1.0,2024-07-08,2.0
202407087658162,WEY,-1.0,2024-07-08,1.0
202407097657898,WEY,-1.0,2024-07-09,-1.0
202407097657902,WEY,1.0,2024-07-09,-1.0
202407097657907,WEY,-1.0,2024-07-09,1.0
202407097657913,WEY,0.0,2024-07-09,-2.0
202407097657921,WEY,1.0,2024-07-09,-1.0
202407097657931,WEY,0.0,2024-07-09,3.0
202407097657939,WEY,0.0,2024-07-09,-1.0
202407097657949,WEY,0.0,2024-07-09,2.0
202407097657957,WEY,-1.0,2024-07-09,1.0
202407097657967,WEY,0.0,2024-07-09,2.0
202407097657977,WEY,0.0,2024-07-09,1.0
202407097657987,WEY,-1.0,2024-07-09,18.0
202407097658004,WEY,-1.0,2024-07-09,1.0
202407097658035,WEY,0.0,2024-07-09,12.0
202407097658045,WEY,0.0,2024-07-09,5.0
202407097658055,WEY,-1.0,2024-07-09,1.0
202407097658065,WEY,0.0,2024-07-09,1.0
202407097658075,WEY,-1.0,2024-07-09,4.0
202407097658085,WEY,-1.0,2024-07-09,0.0
202407097658095,WEY,-1.0,2024-07-09,5.0
202407097658105,WEY,-1.0,2024-07-09,6.0
202407097658115,WEY,0.0,2024-07-09,1.0
202407097658125,WEY,-1.0,2024-07-09,-1.0
202407097658135,WEY,0.0,2024-07-09,-8.0
202407097658146,WEY,-1.0,2024-07-09,11.0
202407097658162,WEY,-1.0,2024-07-09,-1.0
202407107657898,WEY,-2.0,2024-07-10,14.0
202407107657902,WEY,-2.0,2024-07-10,30.0
202407107657907,WEY,1.0,2024-07-10,1.0
202407107657913,WEY,-2.0,2024-07-10,4.0
202407107657921,WEY,-2.0,2024-07-10,-2.0
202407107657931,WEY,-1.0,2024-07-10,1.0
202407107657939,WEY,-1.0,2024-07-10,5.0
202407107657949,WEY,-1.0,2024-07-10,15.0
202407107657957,WEY,0.0,2024-07-10,3.0
202407107657967,WEY,0.0,2024-07-10,8.0
202407107657977,WEY,-1.0,2024-07-10,16.0
202407107657987,WEY,-1.0,2024-07-10,0.0
202407107658004,WEY,4.0,2024-07-10,0.0
202407107658035,WEY,8.0,2024-07-10,19.0
202407107658045,WEY,-2.0,2024-07-10,12.0
202407107658055,WEY,-1.0,2024-07-10,12.0
202407107658065,WEY,-3.0,2024-07-10,14.0
202407107658075,WEY,-3.0,2024-07-10,12.0
202407107658085,WEY,-1.0,2024-07-10,16.0
202407107658095,WEY,-1.0,2024-07-10,13.0
202407107658105,WEY,0.0,2024-07-10,2.0
202407107658115,WEY,-1.0,2024-07-10,7.0
202407107658125,WEY,0.0,2024-07-10,11.0
202407107658135,WEY,-1.0,2024-07-10,5.0
202407107658146,WEY,-1.0,2024-07-10,1.0
202407107658162,WEY,19.0,2024-07-10,11.0
202407117657898,WEY,0.0,2024-07-11,5.0
202407117657902,WEY,0.0,2024-07-11,2.0
202407117657907,WEY,0.0,2024-07-11,1.0
202407117657913,WEY,0.0,2024-07-11,-1.0
202407117657921,WEY,-1.0,2024-07-11,11.0
202407117657931,WEY,0.0,2024-07-11,8.0
202407117657939,WEY,0.0,2024-07-11,7.0
202407117657949,WEY,1.0,2024-07-11,8.0
202407117657957,WEY,0.0,2024-07-11,9.0
202407117657967,WEY,-1.0,2024-07-11,5.0
202407117657977,WEY,1.0,2024-07-11,3.0
202407117657987,WEY,-1.0,2024-07-11,0.0
202407117658004,WEY,1.0,2024-07-11,5.0
202407117658035,WEY,1.0,2024-07-11,0.0
202407117658045,WEY,-1.0,2024-07-11,7.0
